Symbol,Current Price,Date,Time,Change,Open,High,Low,Volume,Trade Date,Purchase Price,Quantity,Commission,High Limit,Low Limit,Comment,Transaction Type
AVTBF,0.4265,2026/04/24,16:00 EDT,-0.013500005,0.42615,0.42615,0.42615,16,20230807,0.1944,147.2273,0.0,,,,BUY
AVTBF,0.4265,2026/04/24,16:00 EDT,-0.013500005,0.42615,0.42615,0.42615,16,20230720,0.1524,24.0,0.0,,,,BUY
AVTBF,0.4265,2026/04/24,16:00 EDT,-0.013500005,0.42615,0.42615,0.42615,16,20230720,0.1525,100.0,0.0,,,,BUY
AVTBF,0.4265,2026/04/24,16:00 EDT,-0.013500005,0.42615,0.42615,0.42615,16,20230720,0.1524,10.25711,0.0,,,,BUY
AVTBF,0.4265,2026/04/24,16:00 EDT,-0.013500005,0.42615,0.42615,0.42615,16,20230720,0.17,1.67388,0.0,,,,BUY
AVTBF,0.4265,2026/04/24,16:00 EDT,-0.013500005,0.42615,0.42615,0.42615,16,20230720,0.166,54.06901,0.0,,,,BUY
HNST,3.57,2026/04/24,16:00 EDT,0.13,3.47,3.645,3.46,2253725,20250812,3.92,29.0,,,,,BUY
HNST,3.57,2026/04/24,16:00 EDT,0.13,3.47,3.645,3.46,2253725,20240719,3.7,18.0,0.0,,,,BUY
HNST,3.57,2026/04/24,16:00 EDT,0.13,3.47,3.645,3.46,2253725,20240626,2.95,29.0,0.0,,,,BUY
HNST,3.57,2026/04/24,16:00 EDT,0.13,3.47,3.645,3.46,2253725,20240409,3.75,4.94921,0.0,,,,SELL
HNST,3.57,2026/04/24,16:00 EDT,0.13,3.47,3.645,3.46,2253725,20230515,1.91,4.94921,0.0,,,,BUY
PYPL,50.48,2026/04/24,16:00 EDT,0.73,49.81,50.59,49.56,8212812,20251107,65.49,4.0,,,,,BUY
PYPL,50.48,2026/04/24,16:00 EDT,0.73,49.81,50.59,49.56,8212812,20240903,72.63,2.0,0.0,,,,SELL
PYPL,50.48,2026/04/24,16:00 EDT,0.73,49.81,50.59,49.56,8212812,20230607,65.25,1.452145,0.0,,,,BUY
PYPL,50.48,2026/04/24,16:00 EDT,0.73,49.81,50.59,49.56,8212812,20230515,62.39,1.547855,0.0,,,,BUY
SDCCQ,0.001,2026/04/24,16:00 EDT,0.0,1.0E-4,1.0E-4,1.0E-4,174515,,,,,,,,
SHOP,125.83,2026/04/24,16:00 EDT,1.6,124.5,126.46,121.67,8301771,20210811,148.943,1.0,0.0,,,,BUY
SHOP,125.83,2026/04/24,16:00 EDT,1.6,124.5,126.46,121.67,8301771,20210729,151.873,2.0,0.0,,,,BUY
SHOP,125.83,2026/04/24,16:00 EDT,1.6,124.5,126.46,121.67,8301771,20210728,153.82,1.0,0.0,,,,BUY
GPRO,1.33,2026/04/24,16:00 EDT,0.0400001,1.35,1.4275,1.3,8195452,,,,,,,,
CLOV,2.43,2026/04/24,16:00 EDT,0.03,2.4,2.46,2.35,4118584,,,,,,,,
CLNE,2.28,2026/04/24,16:00 EDT,-0.11,2.4,2.4,2.27,996434,,,,,,,,
PLNH,0.146,2026/04/24,16:00 EDT,0.0059999973,0.15,0.1594,0.145,570947,20240912,0.5949,140.0,0.0,,,,BUY
PLNH,0.146,2026/04/24,16:00 EDT,0.0059999973,0.15,0.1594,0.145,570947,20240903,0.5979,30.98636,0.0,,,,BUY
PLNH,0.146,2026/04/24,16:00 EDT,0.0059999973,0.15,0.1594,0.145,570947,20240903,0.598,69.01364,0.0,,,,BUY
PLNH,0.146,2026/04/24,16:00 EDT,0.0059999973,0.15,0.1594,0.145,570947,20240409,0.685,58.0,0.0,,,,BUY
PLNH,0.146,2026/04/24,16:00 EDT,0.0059999973,0.15,0.1594,0.145,570947,20210830,4.94,20.0,0.0,,,,BUY
PLNH,0.146,2026/04/24,16:00 EDT,0.0059999973,0.15,0.1594,0.145,570947,20210726,5.99,8.0,0.0,,,,BUY
PLNH,0.146,2026/04/24,16:00 EDT,0.0059999973,0.15,0.1594,0.145,570947,20210513,5.83,5.0,0.0,,,,BUY
PLNH,0.146,2026/04/24,16:00 EDT,0.0059999973,0.15,0.1594,0.145,570947,20210512,6.2,1.0,0.0,,,,BUY
PLNH,0.146,2026/04/24,16:00 EDT,0.0059999973,0.15,0.1594,0.145,570947,20210419,6.39,12.0,0.0,,,,BUY
PLNH,0.146,2026/04/24,16:00 EDT,0.0059999973,0.15,0.1594,0.145,570947,20210208,6.52,25.0,0.0,,,,BUY
PLNH,0.146,2026/04/24,16:00 EDT,0.0059999973,0.15,0.1594,0.145,570947,20210125,5.54,7.0,0.0,,,,BUY
PLTR,143.09,2026/04/24,16:00 EDT,1.51999,142.9,143.325,138.93,36728478,20250929,180.11,5.99999,0.0,,,,SELL
PLTR,143.09,2026/04/24,16:00 EDT,1.51999,142.9,143.325,138.93,36728478,20250916,170.33,4.0,,,,,SELL
PLTR,143.09,2026/04/24,16:00 EDT,1.51999,142.9,143.325,138.93,36728478,20250804,160.0,5.0,1.0,,,,SELL
PLTR,143.09,2026/04/24,16:00 EDT,1.51999,142.9,143.325,138.93,36728478,20250219,124.05,5.0,0.0,,,,SELL
PLTR,143.09,2026/04/24,16:00 EDT,1.51999,142.9,143.325,138.93,36728478,20250210,114.2,1.0,0.0,,,,SELL
PLTR,143.09,2026/04/24,16:00 EDT,1.51999,142.9,143.325,138.93,36728478,20250210,114.11,5.0,1.0,,,,SELL
PLTR,143.09,2026/04/24,16:00 EDT,1.51999,142.9,143.325,138.93,36728478,20230607,14.84,1.0,0.0,,,,BUY
PLTR,143.09,2026/04/24,16:00 EDT,1.51999,142.9,143.325,138.93,36728478,20230525,12.65,18.0,0.0,,,,BUY
PLTR,143.09,2026/04/24,16:00 EDT,1.51999,142.9,143.325,138.93,36728478,20210419,21.68,2.0,0.0,,,,BUY
PLTR,143.09,2026/04/24,16:00 EDT,1.51999,142.9,143.325,138.93,36728478,20210419,21.75,4.0,0.0,,,,BUY
PLTR,143.09,2026/04/24,16:00 EDT,1.51999,142.9,143.325,138.93,36728478,20210413,24.05,1.0,0.0,,,,BUY
TTCFQ,,,,,,,,,,,,,,,,
HITI,2.47,2026/04/24,16:00 EDT,0.0699999,2.42,2.4899,2.3668,539836,,,,,,,,
CRSR,6.58,2026/04/24,16:00 EDT,0.19,6.46,6.62,6.37,720190,20240719,8.3,7.99999,0.0,,,,SELL
CRSR,6.58,2026/04/24,16:00 EDT,0.19,6.46,6.62,6.37,720190,20240626,11.06,8.0,0.0,,,,SELL
CRSR,6.58,2026/04/24,16:00 EDT,0.19,6.46,6.62,6.37,720190,20240409,12.04,2.0,0.0,,,,SELL
CRSR,6.58,2026/04/24,16:00 EDT,0.19,6.46,6.62,6.37,720190,20240108,13.85,2.0,0.0,,,,SELL
CRSR,6.58,2026/04/24,16:00 EDT,0.19,6.46,6.62,6.37,720190,20230607,19.59,5.0,0.0,,,,SELL
CRSR,6.58,2026/04/24,16:00 EDT,0.19,6.46,6.62,6.37,720190,20230525,19.24,12.0,0.0,,,,SELL
CRSR,6.58,2026/04/24,16:00 EDT,0.19,6.46,6.62,6.37,720190,20211015,24.71,1.0,0.0,,,,BUY
CRSR,6.58,2026/04/24,16:00 EDT,0.19,6.46,6.62,6.37,720190,20211015,24.69,3.0,0.0,,,,BUY
CRSR,6.58,2026/04/24,16:00 EDT,0.19,6.46,6.62,6.37,720190,20210813,27.01,3.0,0.0,,,,BUY
CRSR,6.58,2026/04/24,16:00 EDT,0.19,6.46,6.62,6.37,720190,20210811,27.7,2.5,0.0,,,,BUY
CRSR,6.58,2026/04/24,16:00 EDT,0.19,6.46,6.62,6.37,720190,20210803,27.27,2.5,0.0,,,,BUY
CRSR,6.58,2026/04/24,16:00 EDT,0.19,6.46,6.62,6.37,720190,20210803,27.24,0.5,0.0,,,,BUY
CRSR,6.58,2026/04/24,16:00 EDT,0.19,6.46,6.62,6.37,720190,20210727,28.83,1.5,0.0,,,,BUY
CRSR,6.58,2026/04/24,16:00 EDT,0.19,6.46,6.62,6.37,720190,20210726,29.79,7.0,0.0,,,,BUY
CRSR,6.58,2026/04/24,16:00 EDT,0.19,6.46,6.62,6.37,720190,20210715,30.02,2.0,0.0,,,,BUY
CRSR,6.58,2026/04/24,16:00 EDT,0.19,6.46,6.62,6.37,720190,20210513,30.34,4.0,0.0,,,,BUY
CRSR,6.58,2026/04/24,16:00 EDT,0.19,6.46,6.62,6.37,720190,20210419,32.4,1.0,0.0,,,,BUY
CRSR,6.58,2026/04/24,16:00 EDT,0.19,6.46,6.62,6.37,720190,20210305,29.94,2.0,0.0,,,,BUY
CRSR,6.58,2026/04/24,16:00 EDT,0.19,6.46,6.62,6.37,720190,20210222,39.2,7.0,0.0,,,,BUY
AMC,1.64,2026/04/24,16:00 EDT,-0.03,1.665,1.67,1.57,21098524,,,,,,,,
