Symbol,Current Price,Date,Time,Change,Open,High,Low,Volume,Trade Date,Purchase Price,Quantity,Commission,High Limit,Low Limit,Comment,Transaction Type
SOFI,18.44,2026/04/24,16:00 EDT,0.120001,18.44,18.575,18.167,40971806,20260217,19.74,25.0,1.36,,,,BUY
SOFI,18.44,2026/04/24,16:00 EDT,0.120001,18.44,18.575,18.167,40971806,20251205,27.7,30.0,,,,,BUY
SOFI,18.44,2026/04/24,16:00 EDT,0.120001,18.44,18.575,18.167,40971806,20250225,13.67,20.0,1.18,,,,BUY
SOFI,18.44,2026/04/24,16:00 EDT,0.120001,18.44,18.575,18.167,40971806,20250224,14.0,29.0,1.14,,,,BUY
SOFI,18.44,2026/04/24,16:00 EDT,0.120001,18.44,18.575,18.167,40971806,20250131,16.33,20.0,0.0,,,,BUY
SOFI,18.44,2026/04/24,16:00 EDT,0.120001,18.44,18.575,18.167,40971806,20241030,11.27,31.0,1.2,,,,BUY
SHOP,125.83,2026/04/24,16:00 EDT,1.6,124.5,126.46,121.67,8301771,20240805,50.56,4.0,0.0,,,,BUY
FUBO,12.01,2026/04/24,16:00 EDT,-0.26,12.33,12.45,11.7101,1233284,20251124,3.1,100.0,1.33,,,,BUY
FUBO,12.01,2026/04/24,16:00 EDT,-0.26,12.33,12.45,11.7101,1233284,20240313,1.66,30.0,0.0,,,,BUY
FUBO,12.01,2026/04/24,16:00 EDT,-0.26,12.33,12.45,11.7101,1233284,20240104,2.95,30.0,0.0,,,,BUY
FUBO,12.01,2026/04/24,16:00 EDT,-0.26,12.33,12.45,11.7101,1233284,20231107,2.95,40.0,1.21,,,,BUY
TGT,129.26,2026/04/24,16:01 EDT,-0.910004,130.015,130.015,128.1,3076168,20240712,151.89,2.99999,0.02,,,,SELL
TGT,129.26,2026/04/24,16:01 EDT,-0.910004,130.015,130.015,128.1,3076168,20231011,107.79,1.0,0.0,,,,BUY
TGT,129.26,2026/04/24,16:01 EDT,-0.910004,130.015,130.015,128.1,3076168,20230913,123.58,2.0,1.22,,,,BUY
CAKE,61.72,2026/04/24,16:00 EDT,-0.16,61.79,62.42,60.7,684878,20251103,48.11,10.0,,,,,BUY
CAKE,61.72,2026/04/24,16:00 EDT,-0.16,61.79,62.42,60.7,684878,20250113,48.0,10.0,1.2,,,,BUY
CAKE,61.72,2026/04/24,16:00 EDT,-0.16,61.79,62.42,60.7,684878,20241209,48.96,14.0,1.71,,,,BUY
CAKE,61.72,2026/04/24,16:00 EDT,-0.16,61.79,62.42,60.7,684878,20240919,38.75,3.0,0.0,,,,BUY
CAKE,61.72,2026/04/24,16:00 EDT,-0.16,61.79,62.42,60.7,684878,20231011,29.95,5.0,1.2,,,,BUY
CAKE,61.72,2026/04/24,16:00 EDT,-0.16,61.79,62.42,60.7,684878,20230607,33.45,8.0,1.27,,,,BUY
AMZN,263.99,2026/04/24,16:00 EDT,8.90999,259.88,264.375,257.685,53601873,20251021,222.08,2.0,1.33,,,,BUY
AMZN,263.99,2026/04/24,16:00 EDT,8.90999,259.88,264.375,257.685,53601873,20250805,215.79,5.0,2.7,,,,BUY
AMZN,263.99,2026/04/24,16:00 EDT,8.90999,259.88,264.375,257.685,53601873,20230607,122.85,1.0,1.26,,,,BUY
AMZN,263.99,2026/04/24,16:00 EDT,8.90999,259.88,264.375,257.685,53601873,20230522,115.39,2.0,0.0,,,,BUY
PYPL,50.48,2026/04/24,16:00 EDT,0.73,49.81,50.59,49.56,8212812,20260130,52.41,10.0,,,,,BUY
PYPL,50.48,2026/04/24,16:00 EDT,0.73,49.81,50.59,49.56,8212812,20251120,58.23,13.0,1.89,,,,BUY
PYPL,50.48,2026/04/24,16:00 EDT,0.73,49.81,50.59,49.56,8212812,20240905,72.22,2.0,0.0,,,,BUY
PYPL,50.48,2026/04/24,16:00 EDT,0.73,49.81,50.59,49.56,8212812,20231101,51.55,2.0,1.19,,,,BUY
PYPL,50.48,2026/04/24,16:00 EDT,0.73,49.81,50.59,49.56,8212812,20231018,55.78,2.0,1.19,,,,BUY
PYPL,50.48,2026/04/24,16:00 EDT,0.73,49.81,50.59,49.56,8212812,20230818,59.28,2.0,1.26,,,,BUY
PYPL,50.48,2026/04/24,16:00 EDT,0.73,49.81,50.59,49.56,8212812,20230803,65.7,2.0,0.0,,,,BUY
PYPL,50.48,2026/04/24,16:00 EDT,0.73,49.81,50.59,49.56,8212812,20230710,68.32,3.0,1.28,,,,BUY
PYPL,50.48,2026/04/24,16:00 EDT,0.73,49.81,50.59,49.56,8212812,20230515,62.24,4.0,1.28,,,,BUY
CRSR,6.58,2026/04/24,16:00 EDT,0.19,6.46,6.62,6.37,720190,20241030,6.65,6.99999,0.02,,,,SELL
CRSR,6.58,2026/04/24,16:00 EDT,0.19,6.46,6.62,6.37,720190,20230607,19.56,20.0,1.29,,,,SELL
CRSR,6.58,2026/04/24,16:00 EDT,0.19,6.46,6.62,6.37,720190,20230512,18.8,27.0,0.0,,,,BUY
PLTR,143.09,2026/04/24,16:00 EDT,1.51999,142.9,143.325,138.93,36728478,20250929,180.0,5.0,0.01,,,,SELL
PLTR,143.09,2026/04/24,16:00 EDT,1.51999,142.9,143.325,138.93,36728478,20250916,170.29,5.0,0.01,,,,SELL
PLTR,143.09,2026/04/24,16:00 EDT,1.51999,142.9,143.325,138.93,36728478,20250804,160.11,10.0,4.01,,,,SELL
PLTR,143.09,2026/04/24,16:00 EDT,1.51999,142.9,143.325,138.93,36728478,20250210,114.06,5.0,1.46,,,,SELL
PLTR,143.09,2026/04/24,16:00 EDT,1.51999,142.9,143.325,138.93,36728478,20241206,75.0,15.0,0.04,,,,SELL
PLTR,143.09,2026/04/24,16:00 EDT,1.51999,142.9,143.325,138.93,36728478,20241115,63.86,12.0,1.95,,,,SELL
PLTR,143.09,2026/04/24,16:00 EDT,1.51999,142.9,143.325,138.93,36728478,20230629,15.3,7.0,0.0,,,,BUY
PLTR,143.09,2026/04/24,16:00 EDT,1.51999,142.9,143.325,138.93,36728478,20230607,14.68,15.0,1.26,,,,BUY
PLTR,143.09,2026/04/24,16:00 EDT,1.51999,142.9,143.325,138.93,36728478,20230515,9.58,30.0,1.28,,,,BUY
PLTR,143.09,2026/04/24,16:00 EDT,1.51999,142.9,143.325,138.93,36728478,20210510,18.76,10.0,0.0,,,,BUY
WBA,,,,,,,,,20241101,9.38,12.99999,1.22,,,,SELL
WBA,,,,,,,,,20231018,21.27,5.0,1.19,,,,BUY
WBA,,,,,,,,,20210104,40.22,8.0,0.0,,,,BUY
FL,,,,,,,,,20231101,20.92,14.99999,0.02,,,,SELL
FL,,,,,,,,,20230823,15.7,6.0,1.25,,,,BUY
FL,,,,,,,,,20230821,24.38,9.0,0.0,,,,BUY
FL,,,,,,,,,20210104,39.97,8.0,0.02,,,,SELL
FL,,,,,,,,,20200831,30.26,8.0,1.27,,,,BUY
DBX,24.02,2026/04/24,16:00 EDT,0.120001,23.83,24.105,23.605,2280393,20230515,22.46,12.99999,1.3,,,,SELL
DBX,24.02,2026/04/24,16:00 EDT,0.120001,23.83,24.105,23.605,2280393,20201104,18.82,4.0,0.0,,,,BUY
DBX,24.02,2026/04/24,16:00 EDT,0.120001,23.83,24.105,23.605,2280393,20200831,21.0,9.0,1.27,,,,BUY
QCOM,148.85,2026/04/24,16:00 EDT,14.9,145.48,151.5399,143.59,28586494,20200327,68.16,0.99999,1.14,,,,SELL
QCOM,148.85,2026/04/24,16:00 EDT,14.9,145.48,151.5399,143.59,28586494,20200326,65.39,1.0,1.11,,,,BUY
SWKS,63.65,2026/04/24,16:00 EDT,2.1,62.83,63.85,61.81,4046031,20231107,89.51,0.99999,1.23,,,,SELL
SWKS,63.65,2026/04/24,16:00 EDT,2.1,62.83,63.85,61.81,4046031,20200326,87.39,1.0,1.11,,,,BUY
KO,76.63,2026/04/24,16:00 EDT,0.349998,76.71,77.005,76.17,11925211,20210315,51.0,4.99999,1.28,,,,SELL
KO,76.63,2026/04/24,16:00 EDT,0.349998,76.71,77.005,76.17,11925211,20200325,43.4,5.0,1.11,,,,BUY
TPR,145.89,2026/04/24,16:00 EDT,-0.559998,147.68,148.501,145.68,992072,20200831,14.64,5.99999,0.01,,,,SELL
TPR,145.89,2026/04/24,16:00 EDT,-0.559998,147.68,148.501,145.68,992072,20200325,14.38,6.0,1.09,,,,BUY
WYNN,105.67,2026/04/24,16:00 EDT,0.0599976,105.98,106.84,104.84,1048564,20251120,117.18,5.99999,1.77,,,,SELL
WYNN,105.67,2026/04/24,16:00 EDT,0.0599976,105.98,106.84,104.84,1048564,20231016,91.14,6.0,1.37,,,,BUY
WYNN,105.67,2026/04/24,16:00 EDT,0.0599976,105.98,106.84,104.84,1048564,20230202,103.3,5.0,0.02,,,,SELL
WYNN,105.67,2026/04/24,16:00 EDT,0.0599976,105.98,106.84,104.84,1048564,20201021,72.8,2.0,0.0,,,,BUY
WYNN,105.67,2026/04/24,16:00 EDT,0.0599976,105.98,106.84,104.84,1048564,20200401,55.22,2.0,1.11,,,,BUY
WYNN,105.67,2026/04/24,16:00 EDT,0.0599976,105.98,106.84,104.84,1048564,20200320,52.3,1.0,1.09,,,,BUY
UBER,74.64,2026/04/24,16:00 EDT,-0.0599976,74.77,74.77,73.53,12928710,20200819,29.54,3.99999,0.01,,,,SELL
UBER,74.64,2026/04/24,16:00 EDT,-0.0599976,74.77,74.77,73.53,12928710,20200602,35.77,6.0,0.01,,,,SELL
UBER,74.64,2026/04/24,16:00 EDT,-0.0599976,74.77,74.77,73.53,12928710,20200325,26.72,4.0,1.09,,,,BUY
UBER,74.64,2026/04/24,16:00 EDT,-0.0599976,74.77,74.77,73.53,12928710,20200218,39.69,6.0,1.21,,,,BUY
CCL,27.17,2026/04/24,16:00 EDT,0.52,26.75,27.3,26.53,17242215,20210407,30.49,9.99999,1.3,,,,SELL
CCL,27.17,2026/04/24,16:00 EDT,0.52,26.75,27.3,26.53,17242215,20210407,30.0,30.0,0.01,,,,SELL
CCL,27.17,2026/04/24,16:00 EDT,0.52,26.75,27.3,26.53,17242215,20200313,15.86,10.0,0.0,,,,BUY
CCL,27.17,2026/04/24,16:00 EDT,0.52,26.75,27.3,26.53,17242215,20200310,22.67,4.0,0.0,,,,BUY
CCL,27.17,2026/04/24,16:00 EDT,0.52,26.75,27.3,26.53,17242215,20200303,32.48,5.0,0.0,,,,BUY
CCL,27.17,2026/04/24,16:00 EDT,0.52,26.75,27.3,26.53,17242215,20200225,38.13,5.0,1.2,,,,BUY
CCL,27.17,2026/04/24,16:00 EDT,0.52,26.75,27.3,26.53,17242215,20200224,39.36,6.0,1.2,,,,BUY
CCL,27.17,2026/04/24,16:00 EDT,0.52,26.75,27.3,26.53,17242215,20200211,43.2,5.0,1.22,,,,BUY
CCL,27.17,2026/04/24,16:00 EDT,0.52,26.75,27.3,26.53,17242215,20200205,44.57,5.0,1.22,,,,BUY
SBUX,98.67,2026/04/24,16:00 EDT,-0.870003,99.39,99.51,98.0,5875456,,,,,,,,
TSLA,376.3,2026/04/24,16:00 EDT,2.57999,373.26,382.76,370.735,62357183,20250428,285.71,9.99999,0.09,,,,SELL
TSLA,376.3,2026/04/24,16:00 EDT,2.57999,373.26,382.76,370.735,62357183,20250106,408.51,5.0,0.07,,,,SELL
TSLA,376.3,2026/04/24,16:00 EDT,2.57999,373.26,382.76,370.735,62357183,20240129,188.2,2.5,1.23,,,,BUY
TSLA,376.3,2026/04/24,16:00 EDT,2.57999,373.26,382.76,370.735,62357183,20240124,207.56,0.5,0.0,,,,BUY
TSLA,376.3,2026/04/24,16:00 EDT,2.57999,373.26,382.76,370.735,62357183,20231016,252.59,2.0,1.28,,,,SELL
TSLA,376.3,2026/04/24,16:00 EDT,2.57999,373.26,382.76,370.735,62357183,20230607,224.74,1.0,1.28,,,,SELL
TSLA,376.3,2026/04/24,16:00 EDT,2.57999,373.26,382.76,370.735,62357183,20200814,109.43,1.5,0.01,,,,SELL
TSLA,376.3,2026/04/24,16:00 EDT,2.57999,373.26,382.76,370.735,62357183,20200716,99.193,1.5,0.0,,,,BUY
TSLA,376.3,2026/04/24,16:00 EDT,2.57999,373.26,382.76,370.735,62357183,20200317,30.05,6.0,1.13,,,,BUY
TSLA,376.3,2026/04/24,16:00 EDT,2.57999,373.26,382.76,370.735,62357183,20200228,43.904,2.7,1.21,,,,BUY
TSLA,376.3,2026/04/24,16:00 EDT,2.57999,373.26,382.76,370.735,62357183,20200220,58.976,3.0,1.2,,,,BUY
TSLA,376.3,2026/04/24,16:00 EDT,2.57999,373.26,382.76,370.735,62357183,20200219,61.92,3.3,1.2,,,,BUY
TSLA,376.3,2026/04/24,16:00 EDT,2.57999,373.26,382.76,370.735,62357183,20200205,53.477,9.106052,0.02,,,,SELL
TSLA,376.3,2026/04/24,16:00 EDT,2.57999,373.26,382.76,370.735,62357183,20200203,49.382,8.907376,0.0,,,Druhy,BUY
TSLA,376.3,2026/04/24,16:00 EDT,2.57999,373.26,382.76,370.735,62357183,20200203,50.33,0.198675,0.0,,,První nákup,BUY
